province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
PROV12753,12753,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Colombian Coast,12754,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12755,12755,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12756,12756,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12757,12757,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12758,12758,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12759,12759,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12760,12760,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Guyana,12761,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12762,12762,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12763,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12764,12764,Tokugawa,TKG,"Japan 1763 (Tokugawa bakuhan domains): province held by Tokugawa (TKG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TKG,OWNED,high
PROV12765,12765,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12766,12766,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12767,12767,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12768,12768,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Kisumu,12769,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12770,12770,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12771,12771,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12772,12772,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12773,12773,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12774,12774,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12775,12775,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Chukchi Peninsula,12776,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV12777,12777,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12778,12778,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12779,12779,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12780,12780,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Black,12781,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Bujumbura,12782,Burundi,BRN,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Burundi (BRN) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",BRN,OWNED,high
PROV12783,12783,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12784,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12785,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12786,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Darien Gulf,12787,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12788,12788,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12789,12789,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12790,12790,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12791,12791,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12792,12792,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12793,12793,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12794,12794,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12795,12795,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV12796,12796,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12797,12797,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12798,12798,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12799,12799,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12800,12800,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12801,12801,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12802,12802,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12803,12803,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12804,12804,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV12805,12805,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12806,12806,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12807,12807,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12808,12808,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12809,12809,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12810,12810,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12811,12811,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12812,12812,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12813,12813,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12814,12814,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12815,12815,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12816,12816,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12817,12817,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12818,12818,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12819,12819,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12820,12820,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12821,12821,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12822,12822,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12823,12823,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12824,12824,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12825,12825,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12826,12826,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12827,12827,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV12828,12828,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12829,12829,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12830,12830,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Caribbean,12831,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12832,12832,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12833,12833,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12834,12834,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12835,12835,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12836,12836,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12837,12837,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12838,12838,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12839,12839,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12840,12840,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12841,12841,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12842,12842,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12843,12843,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12844,12844,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12845,12845,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12846,12846,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12847,12847,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12848,12848,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12849,12849,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12850,12850,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12851,12851,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12852,12852,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12853,12853,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12854,12854,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12855,12855,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12856,12856,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12857,12857,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12858,12858,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12859,12859,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12860,12860,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12861,12861,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12862,12862,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12863,12863,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12864,12864,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12865,12865,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12866,12866,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12867,12867,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12868,12868,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12869,12869,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12870,12870,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12871,12871,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12872,12872,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12873,12873,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12874,12874,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12875,12875,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12876,12876,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12877,12877,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12878,12878,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12879,12879,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12880,12880,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12881,12881,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12882,12882,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12883,12883,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12884,12884,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12885,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12886,12886,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12887,12887,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Peruvian Coast,12888,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Caribbean,12889,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12890,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12891,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12892,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12893,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12894,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12895,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12896,12896,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12897,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12898,12898,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12899,12899,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12900,12900,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12901,12901,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12902,12902,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12903,12903,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Çatalca,12904,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Oyem,12905,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Terceira,12906,Portugal,POR,"W. Europe 1763 state system (Treaty of Paris settlement): province held by Portugal (POR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",POR,OWNED,high
PROV12907,12907,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12908,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
North,12909,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12910,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Mediterranean,12911,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12912,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12913,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12914,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
English Channel,12915,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Sidon,12916,Mount Lebanon,MLB,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Mount Lebanon (MLB) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",MLB,OWNED,high
PROV12917,12917,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12918,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12919,12919,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12920,12920,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12921,12921,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12922,12922,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12923,12923,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12924,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12925,12925,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12926,12926,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Beira,12927,Mozambique,MOZ,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Mozambique (MOZ) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",MOZ,OWNED,high
PROV12928,12928,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12929,12929,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12930,12930,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12931,12931,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12932,12932,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12933,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Libreville,12934,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Birao,12935,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12936,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12937,12937,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12938,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Inhambane,12939,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12940,12940,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12941,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12942,12942,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12943,12943,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12944,12944,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Caribbean,12945,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12946,12946,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Iki,12947,Tokugawa,TKG,"Japan 1763 (Tokugawa bakuhan domains): province held by Tokugawa (TKG) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TKG,OWNED,high
PROV12948,12948,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12949,12949,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12950,12950,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12951,12951,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Itasy,12952,Merina,MRK,"East Africa 1763 (Ethiopia / Swahili coast / interlacustrine): province held by Merina (MRK) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",MRK,OWNED,high
Djambala,12953,Loango,LOA,"Central Africa 1763 (Kongo / Lunda / Luba): province held by Loango (LOA) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/africa_1763.md]",LOA,OWNED,high
PROV12954,12954,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12955,12955,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12956,12956,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12957,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Azores,12958,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12959,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12960,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12961,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12962,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12963,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12964,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12965,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12966,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
St Mary,12967,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12968,12968,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Kornati,12969,Croatia,CRO,"Central Europe / HRE 1763 (abstracted per operator HRE rule): province held by Croatia (CRO) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",CRO,OWNED,high
Atlantic,12970,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12971,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Madinat ath Thawrah,12972,Turkey,TUR,"Middle East 1763 (Ottoman / Persian / Arabian spheres): province held by Turkey (TUR) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/asia_middleeast_1763.md]",TUR,OWNED,high
Atlantic,12973,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12974,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Gulf of Aden,12975,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
